"Genename"	0	"1h"	"6h"	"12h"	"24h"	"36h"	"48h"	"72h"
ENSMUSG00000074171:GM6658	0.00	0.13	0.50	0.46	0.90	1.49	0.81	0.83
ENSMUSG00000074203:G430095P16RIK	0.00	-0.51	-0.89	-0.10	0.19	0.30	-0.34	-1.24
ENSMUSG00000074207:ADH1	0.00	-0.73	-0.90	-1.89	-3.32	-3.01	-2.96	-3.97
ENSMUSG00000074212:DNAJB14	0.00	-0.13	-0.20	-0.74	-0.66	-1.19	-0.95	-0.57
ENSMUSG00000074217:2210011C24RIK	0.00	-0.17	-0.62	-0.32	-0.37	-1.61	-1.14	-0.94
ENSMUSG00000074218:COX7A1	0.00	0.69	-0.19	-0.52	-0.99	-2.36	-2.44	-2.42
ENSMUSG00000074219:GM10644	0.00	-0.70	-0.91	-0.73	-1.69	-1.39	-1.53	-0.86
ENSMUSG00000074269:REC114	0.00	-0.14	-0.37	-0.26	-0.10	-0.84	-1.41	-3.27
ENSMUSG00000074272:CEACAM1	0.00	-0.25	-0.94	-1.02	-2.09	-4.20	-4.70	-4.71
ENSMUSG00000074280:GM6166	0.00	0.03	0.22	-0.16	1.18	2.23	2.94	2.59
ENSMUSG00000074305:PEAK1	0.00	-0.66	-1.25	-1.55	-1.45	-1.60	-1.57	-1.61
ENSMUSG00000074364:EHD2	0.00	0.39	0.22	0.25	0.82	1.65	1.80	1.67
ENSMUSG00000074365:CRXOS	0.00	0.11	-0.71	-0.67	-1.79	-4.68	-5.13	-6.35
ENSMUSG00000074403:HIST2H3B	0.00	-0.82	-0.58	-0.05	0.14	0.52	1.07	0.60
ENSMUSG00000074424:GM10696	0.00	0.83	1.56	1.54	0.49	0.14	-0.72	-0.51
ENSMUSG00000074432:NA	0.00	0.91	1.74	1.40	0.31	-0.51	-1.21	-1.19
ENSMUSG00000074466:GM15417	0.00	-0.03	0.86	0.61	0.57	1.08	1.21	1.22
ENSMUSG00000074489:BGLAP3	0.00	0.43	-0.56	0.33	-0.41	-1.56	-3.63	-4.39
ENSMUSG00000074502:UBTFL1	0.00	1.72	1.64	0.66	0.33	-0.70	-1.26	-1.00
ENSMUSG00000074505:FAT3	0.00	0.42	1.88	0.37	0.43	1.90	4.61	5.81
ENSMUSG00000074558:NA	0.00	-0.81	-0.81	-0.91	-0.76	-1.07	0.29	0.34
ENSMUSG00000074582:ARFGEF2	0.00	-0.34	-0.65	-0.69	-0.91	-0.98	-1.06	-1.04
ENSMUSG00000074593:SPINT5	0.00	0.70	0.98	0.76	0.04	0.53	-0.06	-1.05
ENSMUSG00000074596:SPINT3	0.00	0.03	0.00	0.02	0.08	0.49	1.95	1.23
ENSMUSG00000074608:NA	0.00	0.07	-0.36	-0.12	-0.19	-0.47	-1.88	-1.66
ENSMUSG00000074622:MAFB	0.00	0.03	-0.40	-0.72	-0.00	0.56	1.57	0.54
ENSMUSG00000074634:GM7120	0.00	0.25	0.49	0.21	0.46	0.56	0.96	1.07
ENSMUSG00000074637:SOX2	0.00	0.34	-0.11	-0.24	-0.51	-1.94	-2.33	-3.28
ENSMUSG00000074649:BC029722	0.00	-0.23	0.36	0.23	0.42	0.75	1.23	1.28
ENSMUSG00000074651:MCIDAS	0.00	0.07	0.01	0.30	1.28	2.19	2.39	1.92
ENSMUSG00000074652:MYH7B	0.00	-0.52	-0.99	-0.51	-1.28	-3.19	-2.28	-2.77
ENSMUSG00000074653:LRRC31	0.00	-0.78	-1.98	-2.39	-3.14	-5.30	-5.65	-6.69
ENSMUSG00000074656:EIF2S2	0.00	0.40	0.43	0.17	-0.54	-1.16	-0.92	-0.99
ENSMUSG00000074657:KIF5A	0.00	-1.16	-1.33	-1.46	-1.87	-2.44	-1.97	-1.27
ENSMUSG00000074665:BPIFB4	0.00	0.25	0.19	0.33	0.63	0.84	1.45	1.09
ENSMUSG00000074673:TTLL9	0.00	-0.10	0.18	1.09	1.44	1.98	1.59	1.40
ENSMUSG00000074682:ZCCHC3	0.00	0.39	0.01	0.23	0.83	1.55	1.34	1.26
ENSMUSG00000074704:RAD21L	0.00	-0.14	0.01	-0.23	0.12	0.26	1.65	1.35
ENSMUSG00000074736:SYNDIG1	0.00	0.35	1.07	1.17	0.82	-0.93	-1.05	-0.62
ENSMUSG00000074743:THBD	0.00	-0.30	0.40	-0.27	-0.78	-1.17	-0.77	-0.76
ENSMUSG00000074744:NA	0.00	-0.46	-0.67	-0.37	-0.56	-2.47	-2.92	-3.38
ENSMUSG00000074768:BHMT	0.00	0.90	-0.63	-2.02	-4.39	-5.71	-6.01	-6.23
ENSMUSG00000074783:AU019990	0.00	1.03	1.16	1.09	0.31	-0.25	-1.22	-1.09
ENSMUSG00000074788:NA	0.00	1.13	1.67	1.17	1.14	0.67	-0.44	-0.77
ENSMUSG00000074796:SLC4A11	0.00	0.02	0.27	0.22	-0.35	-0.92	-1.26	-1.60
ENSMUSG00000074804:AU015228	0.00	1.15	1.58	0.28	-1.50	-1.96	-2.31	-1.94
ENSMUSG00000074807:GM10762	0.00	0.46	0.53	0.18	0.39	1.02	1.11	1.12
ENSMUSG00000074813:GM14005	0.00	0.16	1.94	1.18	0.60	-0.16	-0.44	-0.70
ENSMUSG00000074817:PAPOLB	0.00	0.78	1.65	1.28	1.67	1.48	0.05	-0.97
ENSMUSG00000074818:PDZD7	0.00	-0.80	-0.66	-1.24	-1.56	-1.77	-1.53	-1.52
ENSMUSG00000074824:RSLCAN18	0.00	-1.11	-0.75	-0.45	-0.32	-0.28	-0.11	-0.14
ENSMUSG00000074825:ITPRIPL1	0.00	-0.15	0.09	0.74	0.85	1.13	1.28	1.29
ENSMUSG00000074830:ZFP640	0.00	0.31	0.59	0.60	0.64	0.59	-0.64	-3.05
ENSMUSG00000074832:2410141K09RIK	0.00	-0.09	0.75	0.58	0.57	0.39	-0.45	-2.58
ENSMUSG00000074868:GM6478	0.00	0.54	1.20	1.47	0.90	0.49	-0.84	-0.84
ENSMUSG00000074873:AI606181	0.00	-0.03	-0.75	-0.43	-0.43	-0.26	-1.13	-0.89
ENSMUSG00000074876:SPATA5L1	0.00	-0.25	0.28	0.14	0.24	1.12	1.09	1.05
ENSMUSG00000074886:GRK6	0.00	-0.06	0.50	0.62	0.93	1.12	1.10	1.47
ENSMUSG00000074887:EU599041	0.00	-0.24	0.33	0.26	0.72	0.84	0.08	-2.15
ENSMUSG00000074899:SPTBN5	0.00	-0.37	-1.87	-1.80	-1.14	-0.80	0.46	1.14
ENSMUSG00000074904:NA	0.00	0.22	1.59	1.46	1.19	0.45	0.02	0.02
ENSMUSG00000074923:PAK6	0.00	-0.46	0.32	2.08	2.54	2.85	3.29	2.67
ENSMUSG00000074968:ANO3	0.00	-0.59	-1.87	0.21	0.28	-0.71	-0.20	0.43
ENSMUSG00000074987:WT1OS	0.00	0.13	0.10	0.41	2.55	3.63	3.07	2.12
ENSMUSG00000074994:QSER1	0.00	-0.52	-0.38	0.08	1.41	2.04	1.36	1.54
ENSMUSG00000075012:FJX1	0.00	2.09	2.85	2.53	3.16	2.51	2.43	2.43
ENSMUSG00000075014:GM10800	0.00	-0.98	-1.30	-1.24	-0.08	-3.14	1.69	1.85
ENSMUSG00000075015:GM10801	0.00	-1.11	-1.25	-0.90	-0.38	-2.47	1.49	1.55
ENSMUSG00000075020:E530001K10RIK	0.00	0.14	0.10	0.25	1.58	3.61	4.30	3.37
ENSMUSG00000075023:ACCSL	0.00	-0.52	-1.89	-1.58	-1.73	-2.30	-3.03	-6.64
ENSMUSG00000075122:CD80	0.00	-0.05	0.45	0.39	-0.12	-0.90	-2.06	-3.60
ENSMUSG00000075225:CCDC162	0.00	-0.40	-0.48	0.34	0.67	0.94	1.29	1.22
ENSMUSG00000075254:HEG1	0.00	-0.25	0.13	-1.05	-1.86	-2.37	-2.61	-1.70
ENSMUSG00000075256:CERKL	0.00	-0.93	-0.87	-0.71	-1.09	-2.04	-2.00	-2.60
ENSMUSG00000075265:TNK2OS	0.00	0.33	0.94	0.62	0.64	1.10	0.44	0.13
ENSMUSG00000075273:TTC30B	0.00	0.20	0.55	0.16	-0.76	-1.15	-1.16	-1.04
ENSMUSG00000075277:HAGLR	0.00	0.34	1.08	0.32	0.02	0.03	0.41	0.03
ENSMUSG00000075297:H60B	0.00	1.25	1.53	1.76	0.33	-0.65	-1.45	-2.14
ENSMUSG00000075304:SP5	0.00	-0.20	-4.36	-6.54	-7.05	-6.67	-6.56	-6.85
ENSMUSG00000075314:GM1322	0.00	0.32	0.69	0.80	1.14	1.31	0.21	-0.86
ENSMUSG00000075316:SCN9A	0.00	0.11	-0.42	0.09	0.70	1.93	2.84	4.85
ENSMUSG00000075318:SCN2A1	0.00	-0.06	0.21	0.06	0.40	0.14	0.79	2.13
ENSMUSG00000075324:FIGN	0.00	0.06	0.27	-0.37	0.10	0.87	2.09	2.89
ENSMUSG00000075327:ZBTB2	0.00	0.86	1.13	0.98	0.83	0.69	0.37	0.13
ENSMUSG00000075334:RPRM	0.00	0.23	1.92	2.12	1.81	1.01	1.25	1.11
ENSMUSG00000075370:IGLL1	0.00	0.68	0.71	0.98	0.58	-0.97	-1.46	-1.82
ENSMUSG00000075389:2810410L24RIK	0.00	-0.83	0.04	0.11	-0.91	-1.08	-1.48	-0.82
ENSMUSG00000075394:HOXC4	0.00	-0.86	-0.97	-1.75	-2.44	-3.63	-3.60	-3.78
ENSMUSG00000075395:A630010A05RIK	0.00	0.26	0.81	1.31	0.80	-0.67	-0.91	-0.98
ENSMUSG00000075405:9430097D07RIK	0.00	-0.02	0.39	0.68	0.40	0.82	0.97	1.15
ENSMUSG00000075411:NA	0.00	-0.51	-0.90	-0.79	-1.00	-1.47	-1.64	-1.92
ENSMUSG00000075415:FNBP1	0.00	-0.20	-0.12	-0.32	-0.59	-0.92	-1.49	-1.74
ENSMUSG00000075419:DOLK	0.00	0.24	0.15	-0.39	-0.67	-0.60	-0.86	-1.09
ENSMUSG00000075502:KBTBD6	0.00	0.66	1.17	1.15	1.37	0.82	0.42	0.36
ENSMUSG00000075514:GM13375	0.00	-0.08	-0.17	-0.26	0.22	0.24	0.63	1.21
ENSMUSG00000075546:NA	0.00	3.51	4.24	3.91	2.05	0.76	0.15	0.02
ENSMUSG00000075553:GM5464	0.00	0.44	0.82	0.82	0.69	0.94	0.98	1.90
ENSMUSG00000075555:GM10863	0.00	-0.64	-0.68	0.30	0.86	0.77	-1.03	-2.51
ENSMUSG00000075585:6330403L08RIK	0.00	-0.24	0.02	-1.08	-1.59	-2.37	-2.70	-2.73
ENSMUSG00000075590:NRBP2	0.00	-0.77	-1.60	-1.69	-1.27	-1.25	0.44	1.93
ENSMUSG00000075592:NYNRIN	0.00	-0.87	-0.66	-0.92	-1.94	-2.46	-3.03	-2.56
ENSMUSG00000075594:NA	0.00	-0.08	0.10	0.28	0.16	0.48	1.06	1.17
ENSMUSG00000075596:B130006D01RIK	0.00	0.11	0.43	1.17	0.99	1.28	0.39	0.45
ENSMUSG00000075602:LY6A	0.00	0.79	2.50	1.79	-1.73	-5.20	-6.21	-6.51
ENSMUSG00000075610:TMEM92	0.00	1.70	0.95	0.25	-0.68	-1.29	-2.05	-2.15
ENSMUSG00000075611:GM11545	0.00	0.96	-0.77	-1.12	-1.41	-1.40	-2.27	-2.10
ENSMUSG00000075706:GPX4	0.00	0.22	-0.40	-0.54	-0.28	-0.42	-1.00	-1.81
ENSMUSG00000075763:NA	0.00	1.01	0.57	0.37	0.67	0.85	1.31	0.87
ENSMUSG00000076041:MIR20B	0.00	-0.19	0.40	0.76	0.93	1.12	0.91	1.46
ENSMUSG00000076145:MIR679	0.00	0.15	0.11	0.68	0.56	1.17	0.79	1.32
ENSMUSG00000076252:MIR302B	0.00	1.72	1.48	1.34	0.63	2.79	2.83	3.87
ENSMUSG00000076281:GM24270	0.00	-0.83	-1.04	-1.29	-0.74	-1.19	-0.61	-0.51
ENSMUSG00000076396:MIR667	0.00	-0.23	0.40	0.46	0.33	0.89	0.66	1.11
ENSMUSG00000076431:SOX4	0.00	-0.42	2.07	1.90	3.11	3.71	3.79	4.15
ENSMUSG00000076435:ACSF2	0.00	-0.48	-0.95	-0.71	-1.17	-2.45	-2.34	-2.22
ENSMUSG00000076436:OXCT2A	0.00	0.55	1.49	1.11	0.46	-0.09	0.16	-0.45
ENSMUSG00000076437:2700094K13RIK	0.00	0.27	0.48	0.82	1.11	1.26	0.94	0.53
ENSMUSG00000076441:ASS1	0.00	-0.21	-0.75	-1.23	-1.65	-2.35	-2.40	-2.91
ENSMUSG00000076533:IGKV4-90	0.00	-0.24	-0.11	0.17	0.75	-0.01	-0.98	-1.42
ENSMUSG00000076709:IGHV1-47	0.00	0.95	1.08	0.08	-0.21	-0.19	-0.21	-0.20
ENSMUSG00000077111:MIR18B	0.00	-0.65	0.37	1.10	1.62	2.05	1.54	2.45
ENSMUSG00000077148:GM22935	0.00	0.06	0.87	0.61	0.49	1.11	0.23	0.34
ENSMUSG00000077380:GM22661	0.00	0.07	-0.10	0.25	1.13	1.96	1.65	1.52
ENSMUSG00000077925:MIR453	0.00	-0.28	0.12	0.60	-0.05	0.52	0.79	1.55
ENSMUSG00000077980:MIR654	0.00	-0.36	0.16	0.48	0.16	0.70	0.59	1.27
ENSMUSG00000078107:NA	0.00	0.02	0.24	0.40	1.44	2.50	0.81	0.36
ENSMUSG00000078154:GM12184	0.00	0.24	0.34	0.56	0.81	1.05	1.14	1.21
ENSMUSG00000078157:4931440F15RIK	0.00	0.46	0.47	0.63	0.53	2.00	1.53	0.21
ENSMUSG00000078202:NRARP	0.00	-0.13	-0.67	-0.49	-0.52	-0.40	1.33	1.88
ENSMUSG00000078234:KLHDC7A	0.00	-0.96	-0.50	-1.10	-2.40	-3.65	-3.25	-2.43
ENSMUSG00000078235:FAM43B	0.00	-0.35	0.27	0.51	0.49	1.06	1.82	0.98
ENSMUSG00000078302:FOXD1	0.00	0.11	-0.89	-1.23	-1.00	-1.18	-1.34	-1.21
ENSMUSG00000078307:AI593442	0.00	0.76	1.17	-0.11	-0.62	-0.83	-0.82	-0.70
ENSMUSG00000078350:SMIM1	0.00	0.35	-0.12	-0.65	-1.20	-0.41	0.75	0.98
ENSMUSG00000078429:CTDSP2	0.00	-0.23	-0.77	-0.93	-1.18	-1.76	-1.65	-0.82
ENSMUSG00000078451:PPIL6	0.00	0.25	-0.46	-0.02	-0.34	-1.12	-0.57	0.15
ENSMUSG00000078452:RAET1D	0.00	0.85	0.89	1.07	1.49	1.11	0.46	-1.49
ENSMUSG00000078496:GM13152	0.00	-0.11	0.86	0.62	0.60	0.34	-0.12	-1.29
ENSMUSG00000078497:GM13145	0.00	0.22	0.78	0.85	0.89	0.81	-0.25	-2.82
ENSMUSG00000078498:GM13151	0.00	0.40	0.87	0.47	0.46	-0.13	-0.20	-1.61
ENSMUSG00000078508:GM13128	0.00	1.58	1.26	0.66	-0.57	-3.58	-4.62	-5.18
ENSMUSG00000078509:PRAMEF17	0.00	1.55	1.12	0.69	-0.52	-3.06	-3.52	-3.87
ENSMUSG00000078511:PRAMEF25	0.00	1.69	0.97	0.29	-0.47	-1.27	-2.22	-1.90
ENSMUSG00000078512:PRAMEF6	0.00	1.69	1.40	0.87	0.18	0.29	-0.13	-0.22
ENSMUSG00000078564:NA	0.00	-0.24	-0.05	0.11	0.17	-0.60	-0.87	-1.38
ENSMUSG00000078566:BNIP3	0.00	-1.01	-2.65	-1.32	0.56	0.33	0.36	-0.47
ENSMUSG00000078584:AU022252	0.00	-0.08	-0.37	-0.63	-0.82	-1.00	-0.52	-0.12
ENSMUSG00000078591:HS3ST4	0.00	0.25	0.37	0.95	0.99	0.65	1.30	1.49
ENSMUSG00000078626:GM12790	0.00	0.61	0.27	-0.13	-0.55	-1.04	-1.07	-1.27
ENSMUSG00000078640:GM11627	0.00	-0.17	1.09	1.70	1.54	1.56	2.06	0.90
ENSMUSG00000078648:GM17546	0.00	0.20	2.13	2.06	2.65	2.60	1.74	0.54
ENSMUSG00000078653:CNTD1	0.00	-0.68	-0.70	-0.38	0.04	-0.31	0.80	1.78
ENSMUSG00000078670:FAM174B	0.00	0.26	1.27	1.22	1.39	1.83	2.59	2.31
ENSMUSG00000078671:CHD2	0.00	-0.00	-0.61	-0.50	-1.01	-1.16	-1.29	-0.83
ENSMUSG00000078689:MUP6	0.00	0.17	-0.01	0.62	1.26	1.28	0.76	-0.95
ENSMUSG00000078695:CISD3	0.00	0.04	-0.62	-0.13	-0.16	-1.27	-1.66	-2.24
ENSMUSG00000078706:GM53	0.00	-0.73	-0.00	-0.22	-0.69	-1.74	-2.79	-3.58
ENSMUSG00000078713:TOMM5	0.00	-0.02	0.10	0.38	0.88	1.14	0.75	-0.05
ENSMUSG00000078716:TMEM8B	0.00	-0.96	-1.19	-1.41	-1.32	-2.25	-1.64	-0.63
ENSMUSG00000078719:MSMP	0.00	0.15	2.32	1.22	0.69	2.42	1.39	0.19
ENSMUSG00000078776:9530053A07RIK	0.00	0.50	0.51	0.33	0.38	-1.00	-2.49	-3.69
ENSMUSG00000078779:ZFP59	0.00	0.26	0.59	0.23	-1.06	-1.84	-2.02	-2.16
ENSMUSG00000078786:BC024978	0.00	-0.57	-1.20	-0.84	-0.72	-0.81	-1.14	-2.15
ENSMUSG00000078794:DACT3	0.00	-0.24	-1.21	-0.91	-0.61	-0.94	0.27	0.71
ENSMUSG00000078813:LENG1	0.00	-0.08	-0.10	-0.05	-0.56	-0.90	-0.65	-1.28
ENSMUSG00000078814:NA	0.00	-0.47	-0.36	-0.54	-0.99	-1.06	-1.14	-0.75
ENSMUSG00000078815:CACNG6	0.00	0.56	-0.37	0.41	0.99	1.01	1.61	2.26
ENSMUSG00000078851:HIST3H2A	0.00	-0.40	-0.63	-0.55	0.05	0.46	1.01	1.17
ENSMUSG00000078853:IGTP	0.00	-0.06	-1.08	-0.28	2.26	3.62	3.33	2.74
ENSMUSG00000078859:NA	0.00	0.18	0.40	0.57	0.60	1.36	1.07	0.89
ENSMUSG00000078863:NA	0.00	-0.54	0.20	-0.07	-0.76	-1.39	-1.58	-1.96
ENSMUSG00000078865:GM14406	0.00	0.53	1.23	0.89	0.55	0.05	-1.39	-2.85
ENSMUSG00000078868:GM14412	0.00	0.15	0.97	0.86	0.15	-0.33	-1.51	-2.70
ENSMUSG00000078869:GM14409	0.00	-0.27	0.70	0.75	0.46	0.08	-0.93	-2.11
ENSMUSG00000078872:GM14401	0.00	0.03	1.40	1.12	0.64	0.45	-1.13	-2.57
ENSMUSG00000078902:GM14443	0.00	-0.35	-0.35	-0.13	-0.11	-0.24	-0.92	-1.69
ENSMUSG00000078905:GM14393	0.00	0.03	0.96	0.51	-0.27	-0.69	-1.89	-3.35
ENSMUSG00000078906:GM14444	0.00	0.04	0.83	0.88	0.51	0.09	-1.77	-3.62
ENSMUSG00000078915:HSP25-PS1	0.00	0.19	0.38	0.32	0.25	-0.66	-1.31	-1.73
ENSMUSG00000078932:CN725425	0.00	0.82	1.98	1.58	1.76	2.36	1.34	0.32
ENSMUSG00000078938:SYCE3	0.00	-0.31	-0.12	0.73	1.35	1.87	2.44	2.41
ENSMUSG00000078952:LINCENC1	0.00	-0.27	-0.50	-0.32	-0.23	-0.20	-1.66	-3.77
ENSMUSG00000078954:ARHGAP8	0.00	-1.01	-1.35	-0.25	0.77	1.11	2.18	2.34
ENSMUSG00000078955:GM14222	0.00	-0.17	0.27	0.85	1.74	1.42	0.50	-0.24
ENSMUSG00000078963:HSBP1L1	0.00	-0.44	-0.50	-0.99	-0.47	-0.68	0.87	1.02
ENSMUSG00000078980:NA	0.00	1.82	1.46	0.80	-0.06	-1.02	-1.87	-2.14
ENSMUSG00000079000:DNMT3BOS	0.00	0.09	0.33	0.57	1.01	1.80	1.54	1.66
ENSMUSG00000079008:GM14124	0.00	0.14	0.35	0.38	0.75	1.02	0.50	-0.44
ENSMUSG00000079009:GM14139	0.00	0.32	0.58	0.29	0.74	1.05	0.67	-0.71
ENSMUSG00000079012:SERPINA3M	0.00	0.33	1.15	1.32	0.65	0.08	-0.75	-1.35
ENSMUSG00000079014:SERPINA3I	0.00	-1.87	-4.18	-4.05	-4.25	-4.17	-3.89	-3.60
ENSMUSG00000079017:IFI27L2A	0.00	0.03	0.00	0.09	0.01	0.24	1.09	1.83
ENSMUSG00000079018:LY6C1	0.00	0.10	3.14	2.38	-0.25	-1.38	-2.04	-2.02
ENSMUSG00000079029:GM5662	0.00	2.24	1.61	0.79	-0.11	-1.18	-3.23	-3.32
ENSMUSG00000079030:GM2046	0.00	1.61	1.04	0.31	0.08	-0.76	-1.12	-1.51
ENSMUSG00000079034:GM8300	0.00	2.30	1.73	0.78	-0.20	-1.18	-2.46	-3.27
ENSMUSG00000079038:D130040H23RIK	0.00	0.14	0.49	-0.13	-0.75	-1.11	-1.02	-0.90
ENSMUSG00000079056:KCNIP3	0.00	0.24	-1.04	-1.39	-1.11	-1.48	0.21	1.32
ENSMUSG00000079057:CYP4V3	0.00	-0.02	0.05	0.15	-0.20	-0.31	0.24	1.36
ENSMUSG00000079110:CAPN3	0.00	0.64	0.46	1.75	3.06	3.19	1.60	-2.61
ENSMUSG00000079111:KDELR2	0.00	0.03	-0.14	-0.15	-0.21	-0.20	-0.79	-1.00
ENSMUSG00000079157:FAM155A	0.00	0.02	0.00	0.01	0.06	0.14	0.31	1.34
ENSMUSG00000079162:TRIM43B	0.00	1.64	5.32	5.39	3.66	1.51	-0.35	-0.46
ENSMUSG00000079164:TLR5	0.00	0.40	2.10	2.17	1.74	0.53	-0.03	0.34
ENSMUSG00000079197:PSME2	0.00	0.05	-0.24	-0.16	0.35	0.89	1.19	0.51
ENSMUSG00000079215:ZFP664	0.00	-0.24	0.10	-0.07	0.22	1.10	1.14	1.37
ENSMUSG00000079235:CCDC13	0.00	-0.39	-0.64	-0.92	-1.50	-1.44	-1.18	-1.77
ENSMUSG00000079242:C730034F03RIK	0.00	-0.00	0.22	0.05	0.27	0.60	1.20	1.79
ENSMUSG00000079254:NA	0.00	-0.25	0.18	0.06	-0.04	-0.30	0.55	1.26
ENSMUSG00000079260:TMPPE	0.00	-0.44	-0.56	-1.00	-1.08	-1.46	-1.95	-1.69
ENSMUSG00000079354:NA	0.00	0.04	0.24	-0.03	0.38	0.28	0.72	1.53
ENSMUSG00000079356:METTL4-PS1	0.00	0.26	0.46	0.43	0.37	0.64	0.99	1.30
ENSMUSG00000079363:GBP4	0.00	-0.65	2.05	2.75	3.44	2.93	1.47	0.52
ENSMUSG00000079364:GM3558	0.00	-0.21	-0.11	-0.12	0.25	0.60	0.31	1.15
ENSMUSG00000079391:GM2974	0.00	0.02	0.24	0.15	0.36	0.31	0.59	1.23
ENSMUSG00000079410:GM2897	0.00	0.20	0.59	1.14	1.11	0.69	1.39	2.52
ENSMUSG00000079414:GM11110	0.00	0.00	0.07	0.34	0.87	0.93	1.12	1.38
ENSMUSG00000079427:MTHFSL	0.00	0.35	1.29	1.56	1.04	0.95	0.52	0.91
ENSMUSG00000079428:TCEAL7	0.00	0.47	0.89	1.11	0.99	1.03	1.02	1.43
ENSMUSG00000079445:B3GNT7	0.00	0.24	1.15	1.14	1.01	0.95	1.02	0.75
ENSMUSG00000079455:GM16026	0.00	0.48	0.48	0.61	-0.25	-0.45	-1.07	-1.49
ENSMUSG00000079463:NA	0.00	-0.06	0.32	0.66	0.81	1.15	0.53	1.08
ENSMUSG00000079471:GM7325	0.00	-0.54	0.76	1.27	0.64	-2.11	-2.74	-4.52
ENSMUSG00000079478:SSSCA1	0.00	-0.07	0.66	1.30	1.57	2.58	1.88	0.87
ENSMUSG00000079481:NHSL2	0.00	-0.57	-1.29	-0.57	0.08	0.69	1.02	0.47
ENSMUSG00000079491:H2-T10	0.00	-0.01	-0.03	-0.21	-0.03	0.04	0.75	1.11
ENSMUSG00000079497:GM13420	0.00	-0.30	-1.34	-1.26	-1.39	-1.37	-1.39	-0.89
ENSMUSG00000079502:1700101E01RIK	0.00	-0.30	-0.18	0.06	0.01	0.14	-0.89	-1.29
ENSMUSG00000079505:GM11131	0.00	0.08	0.49	0.31	0.60	0.34	0.95	1.09
ENSMUSG00000079536:GM6880	0.00	-0.01	0.41	0.78	0.95	0.81	-0.05	-1.60
ENSMUSG00000079537:C030048H21RIK	0.00	0.04	0.07	0.02	1.30	1.48	0.94	1.19
ENSMUSG00000079547:H2-DMB1	0.00	0.20	-0.29	-0.59	-0.05	-0.96	-0.68	-1.08
ENSMUSG00000079557:MARCH2	0.00	-0.23	-0.32	-0.48	-0.40	-1.08	-0.85	-0.37
ENSMUSG00000079560:HOXA3	0.00	-0.09	-0.55	-0.86	-1.31	-1.46	-1.55	-1.38
ENSMUSG00000079575:RBPSUH-RS3	0.00	0.56	1.75	1.90	1.60	0.61	-0.21	-0.31
ENSMUSG00000079606:GM595	0.00	0.19	0.63	1.12	2.14	2.78	3.04	3.31
ENSMUSG00000079654:PRRT4	0.00	-0.15	-0.72	-1.14	-1.07	-1.25	-0.75	-1.07
ENSMUSG00000079657:RAB26	0.00	-0.24	-0.51	-0.36	-0.55	-1.06	-0.70	-0.43
ENSMUSG00000079679:VWDE	0.00	0.23	0.95	0.84	0.68	1.11	0.86	1.75
ENSMUSG00000079681:ZGLP1	0.00	0.34	-0.56	0.21	1.14	1.20	1.81	1.41
ENSMUSG00000079733:NA	0.00	0.21	-0.37	-0.89	-2.69	-2.40	-2.53	-1.92
ENSMUSG00000079735:NA	0.00	-0.31	-0.30	-0.02	-0.04	0.11	-1.47	-2.67
ENSMUSG00000079737:3110001I22RIK	0.00	1.12	1.02	0.64	0.48	0.36	-0.35	-1.06
ENSMUSG00000079966:GM14058	0.00	0.59	1.50	1.90	2.05	1.86	1.47	0.77
ENSMUSG00000080069:GM41	0.00	0.57	1.22	0.77	1.31	0.73	-0.45	-1.39
ENSMUSG00000080115:METTL21B	0.00	-0.42	-0.57	-0.71	-0.86	-0.86	-0.75	-1.17
ENSMUSG00000080134:NA	0.00	-0.22	0.10	0.16	-0.39	-0.89	-1.32	-1.56
ENSMUSG00000080242:GM15487	0.00	0.02	-0.35	-0.66	-0.81	-0.66	-0.68	-1.17
ENSMUSG00000080335:NA	0.00	0.69	0.62	0.50	0.59	1.05	0.55	0.18
ENSMUSG00000080354:NA	0.00	0.11	-0.71	-1.25	-1.62	-2.90	-3.55	-3.47
ENSMUSG00000080411:MIR1193	0.00	0.13	0.24	0.95	0.54	1.31	0.94	1.50
ENSMUSG00000080533:MIR1191	0.00	-0.10	-0.64	-0.58	-0.38	-0.27	-0.77	-1.00
ENSMUSG00000080709:GM14324	0.00	0.13	0.27	-0.03	-0.69	-0.45	-0.95	-1.01
ENSMUSG00000080712:HIST3H2BB-PS	0.00	-0.61	0.45	-0.12	0.72	1.81	2.94	3.00
ENSMUSG00000080741:GM11398	0.00	0.49	0.33	1.24	1.40	1.81	1.75	2.00
ENSMUSG00000080829:GM8545	0.00	-0.39	-0.96	-1.19	-1.12	-1.33	-1.47	-1.47
ENSMUSG00000080845:GM9115	0.00	0.13	1.31	1.34	1.70	1.79	1.90	1.47
ENSMUSG00000080888:GM14387	0.00	0.06	1.09	0.73	0.47	0.20	-1.09	-1.25
ENSMUSG00000080916:GM12463	0.00	0.88	-0.23	-0.48	-1.46	-3.07	-3.03	-3.50
ENSMUSG00000080950:GM7278	0.00	0.32	0.63	0.99	1.07	1.32	1.30	0.73
ENSMUSG00000081058:HIST2H3C2	0.00	1.31	1.00	1.06	1.20	1.50	1.67	1.65
ENSMUSG00000081123:GM11469	0.00	-0.17	-1.48	-1.62	-1.08	-1.25	-0.07	-1.38
ENSMUSG00000081131:GM14833	0.00	0.17	-0.73	-0.99	-1.30	-1.28	-1.24	-1.29
